pubkey: 7BACsXdze3FporEnXEbuSHStPPQ58tpZuWb7jgsUYmV | owner: Fa7LNzj3SCV364hya9dx9evL29pC1awx24iHeCEwX6vU | ts: 2026-09-11T08:05:43.000Z | dep: $326.03 | bor: $28622.82 | LTV: 87.7916 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: Bbar7NKAvPQpdkghhtqUepL6KC8fXa5URXKAhPQWeZVN | owner: 3KgfCwhtV2JKhWB7XRrGg6sbXNYkn7R3icYduJWv4xr2 | ts: 2026-09-15T22:55:01.000Z | dep: $4906.13 | bor: $28629.20 | LTV: 5.8354 | liqThresh: 0.5000 | elevationGroup: 0
pubkey: BcpTesVefNsX5Jb5iWEVS12T72t2xT13RqkCzpLVty5t | owner: B8bwqE4hD24fC6vaSJbZ8oKjz9GNkvN1Vwv1p73sapDi | ts: 2026-09-15T19:45:46.000Z | dep: $742.05 | bor: $28627.66 | LTV: 38.5792 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: BdwBAf52eT8fjMEqNmYfdwnf9kgbJNxYatZm3WS6pAAH | owner: DrNd1EwtwEBz4FbHnUWXPY34KN5o3T6WaLbX1rhqM4ge | ts: 2026-09-09T05:47:47.000Z | dep: $50318.93 | bor: $28619.92 | LTV: 0.5688 | liqThresh: 0.7000 | elevationGroup: 0
pubkey: Be1mLVXWUk5RXxJFNPLhLdLfePRvSwMFYVVqjHHd9RhC | owner: 3oAsmJB3o8reoPX1KTp7BYt2JEHWpZvvvnHXruyzAZAp | ts: 2026-09-14T18:54:53.000Z | dep: $1261.79 | bor: $28614.10 | LTV: 22.6773 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: BfSBiY169rx8dvWBHbYwbcvHMmc3L88SwUDvndZJHriN | owner: AdNLTxmkzWgbqKGbn2VrWb9gNyDZ72DtWGZM9cF68Zmq | ts: 2026-08-31T06:06:58.000Z | dep: $4.93 | bor: $28607.50 | LTV: 5806.8220 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: BgbRLBu22MXp29oe7ZuYZzcK8TKK8nd84D8xQjiBdmJK | owner: 29wB7G6myZxaEcChMt341WS6yHeYrDP5CgSwLFPF33LU | ts: 2026-09-15T21:24:07.000Z | dep: $3021.55 | bor: $28629.12 | LTV: 9.4750 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: BgiauBrtQEe4haEFCgDQL2Nn2JkL9c2DoygNASGpsGmK | owner: 2VvReE4j68KHPFodD8jvFGGzzUCkWyeiLtenDebDFwzs | ts: 2026-09-01T20:37:25.000Z | dep: $3235.62 | bor: $28609.72 | LTV: 8.8421 | liqThresh: 0.7200 | elevationGroup: 0
pubkey: Bh9TF9Sk1uDnCWynHLdxikZ1iyEZs9kdhQPgoF6Auu14 | owner: CcHjJBEVk6oA891k5SRMmFWM9oFgV5QXZoxY1Us9i2sH | ts: 2026-09-15T05:48:38.000Z | dep: $103.46 | bor: $28573.06 | LTV: 276.1625 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: BkwEn87onsvzAj6uScuavsZphmyNYeSCgAGM1zaMvpC2 | owner: 2NJM5ec8De4WDsiiDSKbxHfV6M45CLiRrvNfyh4Ec8sA | ts: 2026-09-10T23:21:17.000Z | dep: $24.83 | bor: $28508.89 | LTV: 1147.9491 | liqThresh: 0.7200 | elevationGroup: 0
pubkey: BwNpbhndYxt46qzxegM2ncF6uyMpTcwwMELWixaUjrMP | owner: AAYF4NfZmPagPVU9hUY2AMksWY8yKTrK2njuzrMmiu3y | ts: 2026-09-05T15:30:26.000Z | dep: $11300.22 | bor: $28614.95 | LTV: 2.5322 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: BwrcWEBcdpPMpg7GmZEzcSUwK3UDa8iKFSZ1fSEeg3Kx | owner: 7T4E98AUTBuwnRDmJ6tutwq78ptQbMuSzpj73eqJRSuG | ts: 2026-09-15T06:02:17.000Z | dep: $104.80 | bor: $28572.65 | LTV: 272.6436 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: ByxxZ8WNWCSArq8WSxtycvxSrNXXeUWPu8LmPmVU3cZ7 | owner: GetRnvaNye7LKSbSowHMiSQcDeEVNWrrYbwgCAyr1M4G | ts: 2026-08-25T16:31:32.000Z | dep: $287.37 | bor: $28380.61 | LTV: 98.7601 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: Bzmu7vV7WiWZQPn2MTzM2jEavcKbQBvGoZodaKjnzfG7 | owner: 83yi29is3aWDo59rML8gH81qCAAbAwnFeKYHEyJ6t9X5 | ts: 2026-08-23T16:05:03.000Z | dep: $1568.41 | bor: $28597.02 | LTV: 18.2331 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: C2jNvzPP9L5pL1XZseapgVZmRRgdLtvQs5hAn9vPfGFr | owner: AFSevb2UZdLnZiUa3qFz8WVquj1RGftiE5GJs6brvncQ | ts: 2026-09-15T23:48:58.000Z | dep: $227.63 | bor: $28514.09 | LTV: 125.2645 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: C3GFLTAUf5drQS15nyzR6dX8EK4rcpwckWZfiwo2cHbz | owner: T3tg4h97ueUB1AD8h2YhPqWCvwrKMQweXFDxygjiDJH | ts: 2026-08-21T03:15:20.000Z | dep: $2.52 | bor: $28570.81 | LTV: 11329.3985 | liqThresh: 0.7200 | elevationGroup: 0
pubkey: C3zwEBgG4UePeCi4iu57CJLWYXrGjaETDNx73ZuX7DuB | owner: DoiAXrW9q4xX2vzdGCkjH4iyJq4nVwAv4Pk7x28QiNbZ | ts: 2026-08-26T19:21:44.000Z | dep: $111.53 | bor: $28530.61 | LTV: 255.8145 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: C4dB8SDhXy15XLEAyCQSaggY5ryY3TpZeyTJYumDDn2T | owner: 2TcsthNAmtzUeTXaafmHRoo2VRRUCZCSBNkpXzkLNbjz | ts: 2026-09-05T18:23:53.000Z | dep: $1248.60 | bor: $28609.19 | LTV: 22.9129 | liqThresh: 0.7000 | elevationGroup: 0
pubkey: C6E3FKbSXwCZwPDVmvFWMpenzqVWdyDpcokCVjU6jtYt | owner: 9EY996ggiXbwakR5G1zp4eJZmNyq3yxnGBTwisMBPEw | ts: 2026-09-15T19:23:46.000Z | dep: $2390.59 | bor: $28627.42 | LTV: 11.9750 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: C83L3HLH8gQwYpAcbmqE6BzcYFKfgXq79fdQKvz2kkV8 | owner: BVTYszvVnAaKqmAv1gMiMsvmCzb78rpEHbaNVcK5vcDr | ts: 2026-09-13T16:22:42.000Z | dep: $940.05 | bor: $28578.25 | LTV: 30.4007 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: C8EkbKj3wWrTwgu6VF3Dkk5cGHZnYMXT5Cn4kM6ckaue | owner: 32xFvMo54jveQhfiurn2R8jRK4vDD6xdMVztLyCp6okN | ts: 2026-09-11T15:26:29.000Z | dep: $7654.59 | bor: $28462.88 | LTV: 3.7184 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: C8rVrREvAN6k3Sa199uTfARVidScPAnpSLZEsbi2J8T8 | owner: 4agYBcCzrhRDqqVdUMtVJKsCbBpkR9Rm8ExQ5CbjwRLr | ts: 2026-08-25T22:34:18.000Z | dep: $7.61 | bor: $28600.16 | LTV: 3759.2268 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: CD8GYBzbXLGLWr4KSiuJo7mCHJdXvofByy48msx3iNHT | owner: 9k4W9JMo2m7cLG4FDRQWCuXhJUDGVL75fLfv1BphpbhN | ts: 2026-09-14T11:04:10.000Z | dep: $31.47 | bor: $28627.14 | LTV: 909.7682 | liqThresh: 0.5000 | elevationGroup: 0
pubkey: CD8GzWvqMdpcbwuV1X2zYfZaYCvQpTnJ9HoHxPKZWTEZ | owner: BdS19ox6m5PvxfX7shbEpoxJ8H3renj9jxp1GPr9gsy6 | ts: 2026-09-01T14:14:10.000Z | dep: $3848.51 | bor: $28609.29 | LTV: 7.4339 | liqThresh: 0.7000 | elevationGroup: 0
pubkey: CEG3c6jyz8BqjHH6zrLwbgLqN5TGWbTz5wcJ3YVrj9Sq | owner: Cvhtu7Hb6m4MMmFpGe1fNL2kikUsCD9KBY2g4z4V25cW | ts: 2026-09-15T02:53:50.000Z | dep: $1756.42 | bor: $201564.02 | LTV: 114.7586 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: CEgaEBxiY1QMZL4H9R7vLuYfkKVNqZwNegaRxjGrY79k | owner: 4YKf6MevCuJ3GjKw73KntC2i7Spa8EHyMxSrxHmwUZwF | ts: 2026-08-27T11:37:11.000Z | dep: $1050.24 | bor: $28570.74 | LTV: 27.2041 | liqThresh: 0.7000 | elevationGroup: 0
pubkey: CGhwg53Cf6kQqZMa8W9pSCXk3vBEa1qyvYtcgMKMx6aT | owner: D9iUoAupVEPWqQPpEceipzcEZbydfdsZKEv6Zzkvv5RR | ts: 2026-09-13T17:21:31.000Z | dep: $9351.15 | bor: $28624.34 | LTV: 3.0611 | liqThresh: 0.7200 | elevationGroup: 0
pubkey: CHf6iN9K2pGsXBvTLK1gTdsQKfijUWxEQdqYptzDX7Qe | owner: 3z5dbDkWZAsUg57G9PLMpzTE2DJZ5cJ7bmHjajtHH8ZH | ts: 2026-09-14T02:27:20.000Z | dep: $507.96 | bor: $28618.40 | LTV: 56.3403 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: CJaFP1W2Jeo8wjWuov5xJHG3bBEPXu1eH5SdzLNrwHm4 | owner: 9fYmaeXVR7F6Xu6fZcrnm4b5LbBz8YEBtnasLuyA3VSp | ts: 2026-09-14T21:03:12.000Z | dep: $48967.83 | bor: $28627.71 | LTV: 0.5846 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: CL3BzvecmxZ68cC9z9ra6i1G4Ak6uZQbD3M4zrkwyuTo | owner: 2hFW7peQQibYhumYgGXiNR1hyrq45tZYD66VypoJ7DnW | ts: 2026-08-30T20:34:29.000Z | dep: $497.31 | bor: $28475.65 | LTV: 57.2595 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: CMq2B7rWPASKUY4PAsvqAxhRDJ8g79MUdhBdPoEjZ122 | owner: H4Hq9jpjd9uZvnib66wQDeCZzaCjjummYozc71ZNbn2j | ts: 2026-09-15T13:22:39.000Z | dep: $954.41 | bor: $28628.65 | LTV: 29.9963 | liqThresh: 0.7200 | elevationGroup: 0
pubkey: CQ1rfDM98RG36kYbw5W3DtYarV9ACciTt7aTcSzjE1Ro | owner: G2SmjS1i4pinfZyMvxjoRzewoCNsR9243m9WYZvDDEHD | ts: 2026-09-07T03:23:50.000Z | dep: $0.00 | bor: $28501.70 | LTV: 47826660.9664 | liqThresh: 0.9000 | elevationGroup: 0
pubkey: CVUo3Eh2FVedaDj6jgDrpU7mJTNPVFgrYLfJCwvtPVuG | owner: 2wzrhzjwUaeNnmXkrVFkLJot9rF5Bye4obs7hDPCnwxi | ts: 2026-08-25T07:58:45.000Z | dep: $67.66 | bor: $60649.60 | LTV: 896.3601 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: CWz6uDr5qGE2nVvsk3ELouk6tyTv1gjpEoRywwptKtS3 | owner: 354cr8iRtmX19DbasoHRVoTu5sELeEor4hxcvTBXc6pA | ts: 2026-08-21T19:04:39.000Z | dep: $715.04 | bor: $28594.42 | LTV: 39.9901 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: CXB1U5S6yhsUBrBe47gTskoQaBM2vTwZ7N8uyPniXJ2p | owner: 2zZNVQdSuakpvCBFANTS22Gcc369ZC5bCi26NHx1snuN | ts: 2026-09-01T04:36:40.000Z | dep: $599.85 | bor: $28476.11 | LTV: 47.4717 | liqThresh: 0.7200 | elevationGroup: 0
pubkey: CXQqpKdWtF8oYCxLxgg48buP8WdfshNe9jPwT3eCVVcR | owner: ANSEuTM1eqWmEoNu5BhcAXsz7LcVvFkLvffUQzx48eA | ts: 2026-09-11T18:17:26.000Z | dep: $753.66 | bor: $28623.41 | LTV: 37.9791 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: CYoWvfbZrbVEs3U55jcdEUZCmse969FS22MxNQpjp6cz | owner: 7EKqzjovqRtrcDzUiLBM7KkJX1tPENTdSkk1cWevZofB | ts: 2026-08-26T04:04:43.000Z | dep: $579.66 | bor: $28600.47 | LTV: 49.3401 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: CgkSQgNorprr45zsjGVpT53qGZstd2hp9RQKaH5Q2pTS | owner: 4pBjMTn9JkozGYyXADVEfDtptyiPuZ3xspK18zFKUywD | ts: 2026-08-26T11:49:36.000Z | dep: $413.48 | bor: $28600.92 | LTV: 69.1720 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: Ch9CCdVG5Aos5BdSeakeMvoxApYCkb9RXYaFkWRxnRsi | owner: GWJrMfRnRq8WTPmHyyMbz6AuvoaB9GQnntFTSX4TVLLb | ts: 2026-09-15T20:45:01.000Z | dep: $698.46 | bor: $28629.08 | LTV: 40.9890 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: CjYJmMj61rXQUTcrZQRXVWpTfsP7zMiRPHN3K9dZz3Uz | owner: He9ARPf5E3nEAiiwJohjAwp7U7t1BiSbjnEkapjUSKbu | ts: 2026-09-10T18:35:54.000Z | dep: $8982.75 | bor: $28384.32 | LTV: 3.1599 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: CkdxifdtRqYzyhfmc5aTpiZ1o8jU1HscQMmgH5P7GX9a | owner: AZLULKp8CwCMhmwHspiFDYjd9sYZUjSVKxzy1cskGZuw | ts: 2026-09-15T11:26:50.000Z | dep: $94.24 | bor: $28628.54 | LTV: 303.7957 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: CvDDCzmcwEv6pM36HhfgZcKx2hPQtzUFWgFwBmhfrS8u | owner: A1wvnUdJoTuEQxyuEr8NtvarhucpZryyXvW6UNxjGkFX | ts: 2026-09-14T17:38:07.000Z | dep: $1676.85 | bor: $28594.73 | LTV: 17.0527 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: CvMhvk3Qbgq8VzzutPh6SD5unUv5BjjTMpMQUKwTCh9Q | owner: 2KMZHgDEihe8dXbQUh2sVuyY7ErTV97RN7XRbaFNqJcA | ts: 2026-08-26T23:17:47.000Z | dep: $400.49 | bor: $28571.76 | LTV: 71.3417 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: CzTxvLsvnMBEgZbuZnZFDhuig6oqkguJZbFo73fNuaZq | owner: 3LzSssWAM1b1ztp31uvvPkWcxWBiu8evVRWjCPm3ye39 | ts: 2026-09-13T16:13:21.000Z | dep: $8054.93 | bor: $28626.05 | LTV: 3.5539 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: D1xBdtuCQSovCArnaSjVayQdeB5caZxwV1YB81KWYctG | owner: 8urAuhcvbNtLCBN9sofnW2xiP4NvToqgfbRKSWsjBzGP | ts: 2026-09-15T14:10:53.000Z | dep: $43619.27 | bor: $28628.70 | LTV: 0.6563 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: D7BaC2AwbYqjKbup6XZvVJE8rTp1iYE3Nf7bZHr1sKc1 | owner: 6yCd6cTEtXEcDpuDNvXhqUYBPrCzf2TrbQXFXpgMRsFm | ts: 2026-09-13T00:30:10.000Z | dep: $413286.64 | bor: $28595.67 | LTV: 0.0692 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: D85YW5hp3yVU4YdWp74rXf2KLGHzyBpLsusBDPnKrJqc | owner: 3pAEgp7to9Rdo2eF5eZa6ZSbg45pZR9iCXMoqj1o3LXQ | ts: 2026-09-08T14:57:41.000Z | dep: $4638.28 | bor: $28619.07 | LTV: 6.1702 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: DCeJdVY8SZU8gZXNm8PqGWJKpuJcDKMkQLAVVaWNe7od | owner: 5d4ne3EHApD68j3bLsDeBKN9isVeWUR2VoZrzVA14e2w | ts: 2026-09-06T15:25:13.000Z | dep: $593.03 | bor: $28616.32 | LTV: 48.2541 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: DKWEq9CiQaDrMZLy7PLg8CuX2ZYth9Nm1qLFXfpV41BG | owner: 3y8EFTTSErKVxui2f5QfG8D5fX95p7KH8GbPzpp5bnQy | ts: 2026-09-01T09:07:29.000Z | dep: $12529.00 | bor: $28609.06 | LTV: 2.2834 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: DLegByijBJNjQCyxak7j9MpCZu1PU5B9FkGdGijVRgwT | owner: 2LwbPJr34xmCDqubP3SZkvZShjUBbKgsZFpzx4XdHW8E | ts: 2026-09-10T11:07:20.000Z | dep: $453.79 | bor: $28603.87 | LTV: 63.0336 | liqThresh: 0.7000 | elevationGroup: 0
pubkey: DN1Vtv84ETXKefsqpEKDzhK3t8gFHGQr7kJk44HGSRWf | owner: F12qEwWvLMY7swcd78EucjWAMvN1nKxGSqzbyREoKFE8 | ts: 2026-08-30T05:20:58.000Z | dep: $735.65 | bor: $28445.82 | LTV: 38.6677 | liqThresh: 0.7200 | elevationGroup: 0
pubkey: DT1q1fNpykDEQfB2TCJsThJuvLPdVoZ3igbHahWocaj9 | owner: 3LdbrFBY7sZ71MtuZhrMzK4YLgxNcTrQ5wLNZHs7r85T | ts: 2026-09-08T17:09:19.000Z | dep: $10588.63 | bor: $28369.33 | LTV: 2.6792 | liqThresh: 0.7200 | elevationGroup: 0
pubkey: DT7UJNjX25Wbn1SKK9MedYPb8dApJPUVM9vZjy1PHRSS | owner: J55ad8TMjdUBowSfLZmRdUrMc2zJosreCv1e3k49Hu4z | ts: 2026-09-13T07:39:28.000Z | dep: $566.98 | bor: $217511.62 | LTV: 383.6316 | liqThresh: 0.9000 | elevationGroup: 0
pubkey: DWDKX199XKakw2qmdT7DYUP4nqaTauoaFVS8LfgSSYi9 | owner: 3zUES6Tus2wdqVhmHt4ZvKiprEmp1xxKXAptMrMyxcp7 | ts: 2026-09-04T11:26:46.000Z | dep: $75.98 | bor: $28613.34 | LTV: 376.5838 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: DbNDHGgnHJcdAz6A1gexWuyCRxQRF6B3pJNFVjrMTjYJ | owner: J6op2aSZaFxEjVeRjjS3E6HA5WRT9fkDmWgkD7D29LaN | ts: 2026-09-08T14:53:27.000Z | dep: $24184.21 | bor: $28619.06 | LTV: 1.1834 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: DhhXrAa6LTy7VcJCj5Yf1wgBx8yH61sjiQFk1aTGqMQ2 | owner: 6M3rV7ciMMUZiSusVcnz3tW6au9qEAMJEUFPSYiJtnNk | ts: 2026-09-15T01:51:51.000Z | dep: $15129.41 | bor: $28627.99 | LTV: 1.8922 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: Di94TKSNLzQVErcwrNK33NAuQWsXQKfNTZNnAy28MbrW | owner: A5mC6afyHewG1jb11rxUky4vXbrYWJk9iWcgznhrG629 | ts: 2026-09-01T14:53:09.000Z | dep: $155570.34 | bor: $28567.68 | LTV: 0.1836 | liqThresh: 0.7000 | elevationGroup: 0
pubkey: DiKjHY9Q8yDYD7g6K1b8PkXuKVtNqAmgLWEe1U5PifAC | owner: 6jTaCG4qWEv2knhANbpaoh24HvBp8fHvgQXjo7gMnyKq | ts: 2026-09-15T05:30:58.000Z | dep: $105.28 | bor: $28585.33 | LTV: 271.5214 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: Dim2TtkNCQrft4SbVcbCB9umTe8tJP3DMtsS3kApVaFA | owner: 36zfeskq1FwBHgWfZZQKdPTPbFoSeKWmPvoegZyZD2NF | ts: 2026-09-10T19:16:47.000Z | dep: $68625.59 | bor: $28620.07 | LTV: 0.4170 | liqThresh: 0.5000 | elevationGroup: 0
pubkey: DjzXQtSnrVyEAj7D5rqZDvLNkePzNXRT4LDfL17z3GS6 | owner: 9fNXdMr2F9SZosV4u2FYYWgW6tFcrepuCgY5rv4DGsv7 | ts: 2026-09-15T18:09:26.000Z | dep: $2523.44 | bor: $28628.93 | LTV: 11.3452 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: DkR7kgRezwZYjRjFcryWWzNqpewM7mtPNDDyDwg8eX17 | owner: 8GVS3kdfnvJfgQWrv8LQB3YXEgd7sPFRTRYJrXYGCh7G | ts: 2026-09-13T01:21:27.000Z | dep: $55192.52 | bor: $28617.22 | LTV: 0.5185 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: DmRemASMtqCPiNazLKFNf1mWvM6RRSzgJrXWsQYZ4guM | owner: cqtRnViEWX6aQwLww5VnxGRR2LLQ31cKihPGGEpeqC5 | ts: 2026-09-02T17:50:10.000Z | dep: $3375.37 | bor: $28610.94 | LTV: 8.4764 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: DnQ2fiVUV5tVUnZES52NpmHewAvBUnzejyTVL5rR2TA3 | owner: BAwmGAhA2snYZDN8aCZq9BzGYH7gkstthFpNgpxb2cNy | ts: 2026-09-10T20:40:09.000Z | dep: $13287.39 | bor: $28622.16 | LTV: 2.1541 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: Dnr6NgM4J6TYRXMgpuCe7A3pnaSMyWHb7XTfuAp9KL2f | owner: BKBUgr2ahmGkULwT2vo23h3T26CXaCLkPP4kyqyiiRaf | ts: 2026-09-15T12:59:34.000Z | dep: $2.13 | bor: $28503.60 | LTV: 13397.1278 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: Dpunz2Ppq6cAfz8viCAaRTjTSnWS6cxfD8akhAVfPPBF | owner: CcJ7L9knxtd4vR9pFttHfeuZtFo5EPnyspig1CHBy4vP | ts: 2026-08-20T16:09:16.000Z | dep: $1502.45 | bor: $28580.28 | LTV: 19.0225 | liqThresh: 0.7200 | elevationGroup: 0
pubkey: DwDYeELrs39GrMk3wf51yRguf7bEoNXCZYb5Kf5t3eBX | owner: xN9ViMJ9j1hMSkmyvoKpz7LiAMgqRNCfxYdEX1ep76P | ts: 2026-09-15T21:32:47.000Z | dep: $1517.91 | bor: $28608.45 | LTV: 18.8473 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: E3uFUxKQmNw2Nug3HWqhMj6hW8scxPFq7f8NsHYs5DRj | owner: GwBGsK4Ttk92CVdJ95WDpmD8xSmpaHW5TyuLAKVJ3pm | ts: 2026-09-14T17:25:28.000Z | dep: $917.48 | bor: $28355.09 | LTV: 30.9052 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: EAsdKMmpJ3yGMkJXqgoQy8LebdJrBx9JVkxcdSRyTvNw | owner: BvmEJCRjf4tc6a3qW7ETZa2MGSm2YMLMwCwmnwuq5Uns | ts: 2026-09-11T18:55:36.000Z | dep: $1499.38 | bor: $28619.37 | LTV: 19.0875 | liqThresh: 0.5000 | elevationGroup: 0
pubkey: ECVHfT31sE6EMBRuyWqW6NNga8t2hBai6pzwWbZtiL78 | owner: 51Jeo26gRufv9o1nCZD6i8ntBBX8FD3NFCusjtrqHgx4 | ts: 2026-08-21T11:45:16.000Z | dep: $2388.12 | bor: $28573.60 | LTV: 11.9649 | liqThresh: 0.5000 | elevationGroup: 0
pubkey: EMmGpJT6iNPSst2t7h46SWfX2TswsZB4up3v14d2jRqC | owner: 2MqD2njnEAg8weo78rXkfQLNvcihQZcNvwRMPQYVWPiQ | ts: 2026-09-15T03:23:22.000Z | dep: $894.97 | bor: $28628.08 | LTV: 31.9877 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: EPAx82i3L5gWpwTGVEAgVbb4SCi2tt3S4wCwJbJRxyM7 | owner: Efa6A8KvhtabcPepBHKdQz8P6cZyqjZasAXfLfToVFCs | ts: 2026-08-27T17:32:32.000Z | dep: $869.96 | bor: $28531.42 | LTV: 32.7962 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: EPfRdinJ8JQpAaSeRbyFcg3fg2QdSzxYYZLPx2cWUMFG | owner: 9nPpbGvmfvX4N9CG2FAP9pw7PzYvFhVBzuhUBF4YqjPR | ts: 2026-09-03T23:54:37.000Z | dep: $46664.56 | bor: $28488.19 | LTV: 0.6105 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: EPwacCeGSsSy328DikPeMCCXxYGvibKPefoLUoRBmAQN | owner: 314sgM4tqndbYyC1yoncFbsaKvGAahysnTR31Lv4QSQj | ts: 2026-09-13T15:42:35.000Z | dep: $5179.38 | bor: $28624.03 | LTV: 5.5265 | liqThresh: 0.5000 | elevationGroup: 0
pubkey: EYphxdKpbZh6NLWkcnWuuSXNXHmgJuJ6LPufEeunkuZ2 | owner: 6CUyymrSEAteV9KL8ND3fpEUJmYNmVY64Upxne4emhRM | ts: 2026-09-14T18:38:28.000Z | dep: $642.20 | bor: $28623.52 | LTV: 44.5711 | liqThresh: 0.7200 | elevationGroup: 0
pubkey: EZaPZEDro49fAiuXUyQTjiMz6xPdYr6DQcZmt4nLJo97 | owner: 3m9Nx5ZCghjsMPmBpJm1ZWb27SUHLzdUJdwb2mquo3Kb | ts: 2026-09-16T00:00:06.000Z | dep: $0.10 | bor: $28576.83 | LTV: 290363.7500 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: EeYJhqZn2gCx22SMWNuLotQQvAKzM75Cb2ty3daHapxD | owner: ACeA7pZqUM9iRhevvSk9BHPqmcgnzeoXSFxsRM1Q6ukV | ts: 2026-09-12T12:24:13.000Z | dep: $1146.14 | bor: $28618.93 | LTV: 24.9699 | liqThresh: 0.7200 | elevationGroup: 0
pubkey: Eg26YrfZvstDeuiqYZz4VQb4XDr9ZaXzpr9XKkhwwkXr | owner: FBUpwZd1Ewvov6GxgfHRfqtfsQ13TTEzmKRduUCp57if | ts: 2026-09-11T13:50:00.000Z | dep: $483.96 | bor: $28414.66 | LTV: 58.7127 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: EgHJL8SdhJ2Xnecf6SZF5kdHtN4TdSCt1oJhXRzBMxYu | owner: 7pYzYA6msNUsX5TfSCmp2GTyqyc5G7bx66nhJeMAqP8o | ts: 2026-09-09T10:34:56.000Z | dep: $10572.78 | bor: $28550.21 | LTV: 2.7003 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: EiuAZc2MT4czqDwgv5bDK9HQLn9oMkQmnHc5sctC18fS | owner: 9wxAt3QnmE5cVumpcJaUdiFmRiQMybuDYGnSpkeV9tPq | ts: 2026-09-08T12:26:14.000Z | dep: $3663.58 | bor: $28617.48 | LTV: 7.8113 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: Ekn65dFScrH8bC5kiAwjUCX2nM58mp174NDLNwPAeBuQ | owner: FAvXa1daWgRQoB6RyijgbHCBLYWj6TwXdoGQRfpGWFSZ | ts: 2026-09-09T17:02:49.000Z | dep: $11561.43 | bor: $28620.56 | LTV: 2.4755 | liqThresh: 0.7200 | elevationGroup: 0
pubkey: EmAzzxyFAZzkgJGndPuD9NNn8Y1GEe1w39zbFJfcygmc | owner: 7FbfpojPT5CWqRAwB6JE5CBcpSrZTdwQvxSqxYvQ42De | ts: 2026-08-26T18:49:16.000Z | dep: $7.13 | bor: $28601.32 | LTV: 4012.8164 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: EnfCddK2oo3f5MY1xk7nBdYatrGUDexrBKPVWZyLyoww | owner: HcCy1VxohBHYnU5kgKSgysmPrrmPiYz28rCYuLSq4xsJ | ts: 2026-09-09T12:38:00.000Z | dep: $417.12 | bor: $28620.29 | LTV: 68.6137 | liqThresh: 0.7500 | elevationGroup: 0
